TYPE,CODE,L1_KR,L1_EN,L2_KR,L2_EN,L3_KR,L3_EN,L4_KR,L4_EN
ROH1,LLBF0070,축산물,Livestock,우육,Beef,숏립,Short Ribs,,
ROH1,LLBF0071,축산물,Livestock,우육,Beef,숏립,Short Ribs,숏립 (한국산),Short Ribs (KR)
ROH1,LLBF0080,축산물,Livestock,우육,Beef,스지,Tendon,,
ROH1,LLBF0081,축산물,Livestock,우육,Beef,스지,Tendon,스지 (한국산),Tendon (KR)
ROH1,LLBF0090,축산물,Livestock,우육,Beef,안심,Tenderloin,,
ROH1,LLBF0091,축산물,Livestock,우육,Beef,안심,Tenderloin,안심 (한국산),Tenderloin (KR)
ROH1,LLBF0100,축산물,Livestock,우육,Beef,양지,Brisket,,
ROH1,LLBF0101,축산물,Livestock,우육,Beef,양지,Brisket,양지 (한국산),Brisket (KR)
ROH1,LLBF0110,축산물,Livestock,우육,Beef,우둔,Round,,
ROH1,LLBF0111,축산물,Livestock,우육,Beef,우둔,Round,우둔 (한국산),Round (KR)
ROH1,LLBF0120,축산물,Livestock,우육,Beef,우정육,Beef Trimmings,,
ROH1,LLBF0121,축산물,Livestock,우육,Beef,우정육,Beef Trimmings,우정육 (한국산),Beef Trimmings (KR)
ROH1,LLBF0130,축산물,Livestock,우육,Beef,우지방,Beef Fat&Tallow,,
ROH1,LLBF0131,축산물,Livestock,우육,Beef,우지방,Beef Fat&Tallow,우지방 (한국산),Beef Fat&Tallow (KR)
ROH1,LLBF0140,축산물,Livestock,우육,Beef,전각,Forequarter,,
ROH1,LLBF0141,축산물,Livestock,우육,Beef,전각,Forequarter,전각 (한국산),Forequarter (KR)
ROH1,LLBF0150,축산물,Livestock,우육,Beef,척숏립,Chuck Short Ribs,,
ROH1,LLBF0151,축산물,Livestock,우육,Beef,척숏립,Chuck Short Ribs,척숏립 (한국산),Chuck Short Ribs (KR)
ROH1,LLBF0160,축산물,Livestock,우육,Beef,치마살,Skirt Steak,,
ROH1,LLBF0161,축산물,Livestock,우육,Beef,치마살,Skirt Steak,치마살 (한국산),Skirt Steak (KR)
ROH1,LLBF0180,축산물,Livestock,우육,Beef,다짐육,Minced Beef,,
ROH1,LLBF9990,축산물,Livestock,우육,Beef,기타우육,Other Beef,,
ROH1,LLBF9991,축산물,Livestock,우육,Beef,기타우육,Other Beef,기타우육 (한국산),Other Beef (KR)
ROH1,LLCK9990,축산물,Livestock,계육,Chicken,기타계육,Poultry Others,,
ROH1,LLCKB010,축산물,Livestock,계육-육계,Chicken-Broiler,육계 가슴살,Broiler Breast,,
ROH1,LLCKB011,축산물,Livestock,계육-육계,Chicken-Broiler,육계 가슴살,Breast,육계 가슴살-규격,Broiler Breast (Sized)
ROH1,LLCKB012,축산물,Livestock,계육-육계,Chicken-Broiler,육계 가슴살,Breast,육계 가슴살-비규격,Broiler Breast (Unsized)
ROH1,LLCKB013,축산물,Livestock,계육-육계,Chicken-Broiler,육계 가슴살,Breast,육계 가슴살-검역,Broiler Breast (Quarantine)
ROH1,LLCKB014,축산물,Livestock,계육-육계,Chicken-Broiler,육계 가슴살,Breast,육계 가슴살-태국산,Broiler Breast (TH)
ROH1,LLCKB015,축산물,Livestock,계육-육계,Chicken-Broiler,육계 가슴살,Breast,육계 가슴살-세절,Broiler Breast (Diced)
ROH1,LLCKB016,축산물,Livestock,계육-육계,Chicken-Broiler,육계 가슴살,Breast,육계 가슴살-트리밍,Broiler Breast (Trimming)
ROH1,LLCKB017,축산물,Livestock,계육-육계,Chicken-Broiler,육계 가슴살,Breast,육계 가슴살-가공,Broiler Breast (Processed)
ROH1,LLCKB020,축산물,Livestock,계육-육계,Chicken-Broiler,육계 부산물,Broiler By-Products,,
ROH1,LLCKB030,축산물,Livestock,계육-육계,Chicken-Broiler,육계 MDCM,Broiler Mdcm,,
ROH1,LLCKB040,축산물,Livestock,계육-육계,Chicken-Broiler,육계 다리살,Broiler Leg Meat,,
ROH1,LLCKB041,축산물,Livestock,계육-육계,Chicken-Broiler,육계 다리살,Leg Meat,육계 다리살 (한국산),Broiler Leg Meat (KR)
ROH1,LLCKB042,축산물,Livestock,계육-육계,Chicken-Broiler,육계 다리살,Leg Meat,육계 다리살 (브라질산),Broiler Leg Meat (BR)
ROH1,LLCKB043,축산물,Livestock,계육-육계,Chicken-Broiler,육계 다리살,Leg Meat,육계 다리살 (태국산),Broiler Leg Meat (TH)
ROH1,LLCKB044,축산물,Livestock,계육-육계,Chicken-Broiler,육계 다리살,Leg Meat,육계 다리살 (기타),Broiler Leg Meat (OTH)
ROH1,LLCKB045,축산물,Livestock,계육-육계,Chicken-Broiler,육계 다리살,Leg Meat,북채살,Drumstick Meat
ROH1,LLCKB046,축산물,Livestock,계육-육계,Chicken-Broiler,육계 다리살,Leg Meat,싸이정육,Thigh Meat
ROH1,LLCKB047,축산물,Livestock,계육-육계,Chicken-Broiler,육계 다리살,Leg Meat,통정육,Whole Leg Meat
ROH1,LLCKB050,축산물,Livestock,계육-육계,Chicken-Broiler,육계 윙,Broiler Mid Joint Wing,,
ROH1,LLCKB060,축산물,Livestock,계육-육계,Chicken-Broiler,육계 봉,Broiler Drumette,,
ROH1,LLCKB070,축산물,Livestock,계육-육계,Chicken-Broiler,육계 안심,Broiler Tender,,
ROH1,LLCKBB10,축산물,Livestock,계육-종계,Chicken-Broiler Breeder,종계 가슴살,Broiler Breeder Breast,,
ROH1,LLCKBB20,축산물,Livestock,계육-종계,Chicken-Broiler Breeder,종계 정육,Broiler Breeder Meat,,
ROH1,LLCKBB30,축산물,Livestock,계육-종계,Chicken-Broiler Breeder,종계 MDCM,Broiler Breede Mdcm,,
ROH1,LLCKSH10,축산물,Livestock,계육-노계,Chicken-Spend Hen,산란노계 가슴살,Spent Hen Breast,,
ROH1,LLCKSH20,축산물,Livestock,계육-노계,Chicken-Spend Hen,산란노계 계정육,Spent Hen Meat,,
ROH1,LLEG0010,축산물,Livestock,계란,Egg,브랜드란,Branded Eggs,,
ROH1,LLEG0011,축산물,Livestock,계란,Egg,브랜드란,Branded Eggs,동물복지란,Animal Welfare Eggs
ROH1,LLEG0020,축산물,Livestock,계란,Egg,가공란,Processed Eggs,,
ROH1,LLEG0021,축산물,Livestock,계란,Egg,가공란,Processed Eggs,훈제란,Smoked Eggs
ROH1,LLEG0022,축산물,Livestock,계란,Egg,가공란,Processed Eggs,구운란,Baked Eggs
ROH1,LLEG0023,축산물,Livestock,계란,Egg,가공란,Processed Eggs,반숙란,Soft Boiled Eggs
ROH1,LLEG0024,축산물,Livestock,계란,Egg,가공란,Processed Eggs,깐계란,Peeled Boiled Eggs
ROH1,LLEG0025,축산물,Livestock,계란,Egg,가공란,Processed Eggs,깐메추리알,Peeled Boiled Quail Eggs
ROH1,LLEG0030,축산물,Livestock,계란,Egg,판란,30 Eggs Tray,,
ROH1,LLOT0010,축산물,Livestock,기타축산물,Others,밀키트축산,Meal Kit Livestock,,
ROH1,LLOT0020,축산물,Livestock,기타축산물,Others,칠면조,Turkey ,,
ROH1,LLOT0030,축산물,Livestock,기타축산물,Others,오리,Duck,,
ROH1,LLOT9990,축산물,Livestock,기타축산물,Others,기타축산물,Other Livestock,,
ROH1,LLPK0010,축산물,Livestock,돈육,Pork,경제성원료,Economical Raw Materials,,
ROH1,LLPK0020,축산물,Livestock,돈육,Pork,돈육트리밍,Pork Trimming,,
ROH1,LLPK0030,축산물,Livestock,돈육,Pork,돈등심,Pork Loin,,
ROH1,LLPK0040,축산물,Livestock,돈육,Pork,지방,Pork Fat,,
ROH1,LLPK0050,축산물,Livestock,돈육,Pork,등갈비,Pork Back Ribs,,
ROH1,LLPK0060,축산물,Livestock,돈육,Pork,모돈,Sow Meat,,
ROH1,LLPK0070,축산물,Livestock,돈육,Pork,모돈갈비,Sow Ribs,,
ROH1,LLPK0080,축산물,Livestock,돈육,Pork,돈목살,Pork Collar,,
ROH1,LLPK0090,축산물,Livestock,돈육,Pork,목전지,Boston Butt,,
ROH1,LLPK0100,축산물,Livestock,돈육,Pork,부산물,By-Products,,
ROH1,LLPK0110,축산물,Livestock,돈육,Pork,삼겹,Pork Belly,,
ROH1,LLPK0120,축산물,Livestock,돈육,Pork,삼겹트리밍,Pork Belly Trimming,,
ROH1,LLPK0130,축산물,Livestock,돈육,Pork,세절삼겹,Sliced Pork Belly,,
ROH1,LLPK0140,축산물,Livestock,돈육,Pork,전지,Pork Shoulder Picnic,,
ROH1,LLPK0150,축산물,Livestock,돈육,Pork,후지,Pork Ham,,
ROH1,LLPK0160,축산물,Livestock,돈육,Pork,특수후지,Special Ham,,
ROH1,LLPK0170,축산물,Livestock,돈육,Pork,쿠션미트,Cushion Meat,,
ROH1,LLPK0180,축산물,Livestock,돈육,Pork,세절전지,Sliced Pork Shoulder,,
ROH1,LLPK0190,축산물,Livestock,돈육,Pork,세절후지,Sliced Pork Ham,,
ROH1,LLPK9990,축산물,Livestock,돈육,Pork,기타돈육,Pork Others,,
ROH1,LPBF0010,축산가공식품,Livestock Processed,우육가공,Beef,소고기엑기스,Beef Extract,,
ROH1,LPBF0020,축산가공식품,Livestock Processed,우육가공,Beef,소뼈추출물,Beef Bone Extract,,
ROH1,LPBF0030,축산가공식품,Livestock Processed,우육가공,Beef,소고기분말,Beef Powder,,
ROH1,LPBF0040,축산가공식품,Livestock Processed,우육가공,Beef,소고기육수,Beef Broth,,
ROH1,LPBF0050,축산가공식품,Livestock Processed,우육가공,Beef,우지,Beef Tallow,,
ROH1,LPBF9990,축산가공식품,Livestock Processed,우육가공,Beef,기타우육가공,Other Processed Beef,,
ROH1,LPCK0010,축산가공식품,Livestock Processed,계육가공,Chicken,치킨스톡&엑기스,Chicken Stock&Extract,,
ROH1,LPCK0020,축산가공식품,Livestock Processed,계육가공,Chicken,치킨분말,Chicken Powder,,
ROH1,LPCK0030,축산가공식품,Livestock Processed,계육가공,Chicken,익힌 치킨,Cooked Chicken,,
ROH1,LPCK9990,축산가공식품,Livestock Processed,계육가공,Chicken,기타계육가공,Other Processed Chicken,,
ROH1,LPDA0010,축산가공식품,Livestock Processed,유가공,Dairy Products,버터,Butter,,
ROH1,LPDA0020,축산가공식품,Livestock Processed,유가공,Dairy Products,우유,Milk,,
ROH1,LPDA0030,축산가공식품,Livestock Processed,유가공,Dairy Products,유청분말,Whey Powder,,
ROH1,LPDA0040,축산가공식품,Livestock Processed,유가공,Dairy Products,유크림,Dairy Cream,,
ROH1,LPDA0050,축산가공식품,Livestock Processed,유가공,Dairy Products,탈지분유,Skimmed Milk Powder,,
ROH1,LPDA0060,축산가공식품,Livestock Processed,유가공,Dairy Products,혼합탈지분유,Mixed Skimmed Milk Powder,,
ROH1,LPDA0070,축산가공식품,Livestock Processed,유가공,Dairy Products,전지분유,Whole Milk Powder,,
ROH1,LPDA0080,축산가공식품,Livestock Processed,유가공,Dairy Products,치즈,Cheese,,
ROH1,LPDA9990,축산가공식품,Livestock Processed,유가공,Dairy Products,기타유가공,Other Dairy Products,,
ROH1,LPEG0010,축산가공식품,Livestock Processed,난가공,Eggs,전란액,Liquid Whole Egg,,
ROH1,LPEG0020,축산가공식품,Livestock Processed,난가공,Eggs,전란분,Whole Egg Powder,,
ROH1,LPEG0030,축산가공식품,Livestock Processed,난가공,Eggs,난백,Egg White,,
ROH1,LPEG0040,축산가공식품,Livestock Processed,난가공,Eggs,난황,Egg Yolk,,
ROH1,LPEG0050,축산가공식품,Livestock Processed,난가공,Eggs,스크램블에그,Scrambled Egg,,
ROH1,LPEG0060,축산가공식품,Livestock Processed,난가공,Eggs,지단,Egg Garnish,,
ROH1,LPEG9990,축산가공식품,Livestock Processed,난가공,Eggs,기타계란가공,Other Processed Eggs,,
ROH1,LPOT9990,축산가공식품,Livestock Processed,기타축산가공,Others,기타축산가공,Other Livestock Processed,,
ROH1,LPPK0010,축산가공식품,Livestock Processed,돈육가공,Pork,돈육엑기스,Pork Extract,,
ROH1,LPPK0020,축산가공식품,Livestock Processed,돈육가공,Pork,순대,Korean Blood Sausage,,
ROH1,LPPK0030,축산가공식품,Livestock Processed,돈육가공,Pork,편육,Pressed Pork,,
ROH1,LPPK0040,축산가공식품,Livestock Processed,돈육가공,Pork,햄&소시지,Ham&Sausage,,
ROH1,LPPK0050,축산가공식품,Livestock Processed,돈육가공,Pork,베이컨,Bacon,,
ROH1,LPPK0060,축산가공식품,Livestock Processed,돈육가공,Pork,돈지,Lard,,
ROH1,LPPK9990,축산가공식품,Livestock Processed,돈육가공,Pork,기타돈육가공,Other Processed Pork,,
ROH1,LQDI0010,주류,Liquor,증류주,Distilled Liquor,소주,Soju,,
ROH1,LQDI0011,주류,Liquor,증류주,Distilled Liquor,소주,Soju,오크숙성 소주,Oak Aged Soju
ROH1,LQDI0012,주류,Liquor,증류주,Distilled Liquor,소주,Soju,옹기숙성 소주,Earthen Pot Aged Soju
ROH1,LQDI0013,주류,Liquor,증류주,Distilled Liquor,소주,Soju,소주 원액,Raw Soju
ROH1,LQDI0020,주류,Liquor,증류주,Distilled Liquor,위스키,Whiskey,,
ROH1,LQDI0030,주류,Liquor,증류주,Distilled Liquor,브랜디,Brandy,,
ROH1,LQDI0040,주류,Liquor,증류주,Distilled Liquor,일반증류주,Other Distilled Liquors,,
ROH1,LQDI0041,주류,Liquor,증류주,Distilled Liquor,일반증류주,Other,사과 증류주,Distilled Apple Liquor
ROH1,LQDI0042,주류,Liquor,증류주,Distilled Liquor,일반증류주,Other,배 증류주,Distilled Pear Liquor
ROH1,LQDI0043,주류,Liquor,증류주,Distilled Liquor,일반증류주,Other,감귤 증류주,Distilled Tangerine Liquor
ROH1,LQDI0044,주류,Liquor,증류주,Distilled Liquor,일반증류주,Other,매실 증류주,Distilled Plum Liquor
ROH1,LQDI0050,주류,Liquor,증류주,Distilled Liquor,리큐르,Liqueur,,
ROH1,LQFE0010,주류,Liquor,발효주,Fermented Liquor,탁주,Unrefined Rice Wine,,
ROH1,LQFE0020,주류,Liquor,발효주,Fermented Liquor,약주,Korean Rice Wine,,
ROH1,LQFE0030,주류,Liquor,발효주,Fermented Liquor,청주,Japanese Rice Wine,,
ROH1,LQFE0040,주류,Liquor,발효주,Fermented Liquor,맥주,Beer,,
ROH1,LQFE0050,주류,Liquor,발효주,Fermented Liquor,과실주,Fruit Wine,,
ROH1,LQOT0010,주류,Liquor,기타주류,Others,혼성주,Compounded Liquor,,
ROH1,LQOT9990,주류,Liquor,기타주류,Others,기타주류,Other Liquors,,
ROH1,OCOT9990,기타 케미컬류,Other Chemicals,기타 케미컬류,Others,기타 케미컬류,Other Chemicals,,
ROH1,OPBA0010,기타가공식품,Other Processed Foods,제과제빵류,Bakery Products,빵류,Breads&Dough,,
ROH1,OPBV0010,기타가공식품,Other Processed Foods,음료류,Beverages,음료,Beverages,,
ROH1,OPCA0010,기타가공식품,Other Processed Foods,케이싱,Casings,천연장,Natural Casings,,
ROH1,OPCA0011,기타가공식품,Other Processed Foods,케이싱,Casings,천연장,Natural Casings,돈장,Pork Casing
ROH1,OPCA0012,기타가공식품,Other Processed Foods,케이싱,Casings,천연장,Natural Casings,양장,Lamb Casing
ROH1,OPCA0020,기타가공식품,Other Processed Foods,케이싱,Casings,콜라겐케이싱,Collagen Casings,,
ROH1,OPCA0040,기타가공식품,Other Processed Foods,케이싱,Casings,셀룰로즈,Cellulose Casing,,
ROH1,OPCA0050,기타가공식품,Other Processed Foods,케이싱,Casings,플라스틱케이싱,Plastic Casing,,
ROH1,OPCA0060,기타가공식품,Other Processed Foods,케이싱,Casings,화이브러스,Fibrous Casing,,
ROH1,OPCA9990,기타가공식품,Other Processed Foods,케이싱,Casings,기타케이싱,Other Casings,,
ROH1,OPOF0010,기타가공식품,Other Processed Foods,유지류,Oils And Fats,마가린,Margarine,,
ROH1,OPOF0020,기타가공식품,Other Processed Foods,유지류,Oils And Fats,쇼트닝,Shortening,,
ROH1,OPOF0030,기타가공식품,Other Processed Foods,유지류,Oils And Fats,올리브유,Olive Oil,,
ROH1,OPOF0040,기타가공식품,Other Processed Foods,유지류,Oils And Fats,포도씨유,Grape Seed Oil,,
ROH1,OPOF0050,기타가공식품,Other Processed Foods,유지류,Oils And Fats,카놀라유,Canola Oil,,
ROH1,OPOF0060,기타가공식품,Other Processed Foods,유지류,Oils And Fats,해바라기유,Sunflower Oil,,
ROH1,OPOF0070,기타가공식품,Other Processed Foods,유지류,Oils And Fats,참기름,Sesame Oil,,
ROH1,OPOF0080,기타가공식품,Other Processed Foods,유지류,Oils And Fats,들기름,Perilla Oil,,
ROH1,OPOF0090,기타가공식품,Other Processed Foods,유지류,Oils And Fats,콩기름,Soy Oil,,
ROH1,OPOF0100,기타가공식품,Other Processed Foods,유지류,Oils And Fats,옥수수유,Corn Oil,,
ROH1,OPOF0110,기타가공식품,Other Processed Foods,유지류,Oils And Fats,팜유&야자유,Palm Oil,,
ROH1,OPOF0120,기타가공식품,Other Processed Foods,유지류,Oils And Fats,옥배유,Corn Germ Oil,,
ROH1,OPOF0130,기타가공식품,Other Processed Foods,유지류,Oils And Fats,대두탈검유,Degummed Soybean Oil,,
ROH1,OPOF0140,기타가공식품,Other Processed Foods,유지류,Oils And Fats,팜올레인유,Palm Olein Oil,,
ROH1,OPOF0150,기타가공식품,Other Processed Foods,유지류,Oils And Fats,트러플향유,Truffle Oil,,
ROH1,OPOF0160,기타가공식품,Other Processed Foods,유지류,Oils And Fats,쌀눈유,Rice Bran Oil,,
ROH1,OPOF0170,기타가공식품,Other Processed Foods,유지류,Oils And Fats,조미유&향미유,Flavored Oil,,
ROH1,OPOF9990,기타가공식품,Other Processed Foods,유지류,Oils And Fats,기타유지류,R433Zz,,
ROH1,OPOT0010,기타가공식품,Other Processed Foods,기타가공식품,Others,당면,Glass Noodles,,
ROH1,OPOT0020,기타가공식품,Other Processed Foods,기타가공식품,Others,곤약,Konjac,,
ROH1,OPOT0030,기타가공식품,Other Processed Foods,기타가공식품,Others,꿀,Honey,,
ROH1,OPOT0040,기타가공식품,Other Processed Foods,기타가공식품,Others,프리믹스,Premix,,
ROH1,OPOT0050,기타가공식품,Other Processed Foods,기타가공식품,Others,라이스칩,Rice Chip,,
ROH1,OPOT0060,기타가공식품,Other Processed Foods,기타가공식품,Others,구성품,Product Components,,
ROH1,OPOT9990,기타가공식품,Other Processed Foods,기타가공식품,Others,기타가공식품,Other Processed Foods,,
ROH1,OPTE0010,기타가공식품,Other Processed Foods,차류,Type Of Tea,차,Tea,,
ROH1,PAAD0010,가공보조제,Processing Aids,첨가제,Additives,계면활성제,Surfactant,,
ROH1,PAAD0020,가공보조제,Processing Aids,첨가제,Additives,고결방지제,Anti-Caking Agent,,
ROH1,PAAD0030,가공보조제,Processing Aids,첨가제,Additives,CMC,Cmc,,
ROH1,PABB0010,가공보조제,Processing Aids,바이오 기반,Bio-Based,잔탄검,Xanthan Gum,,
ROH1,PABB0020,가공보조제,Processing Aids,바이오 기반,Bio-Based,이스트 (액상),Yeast (Liq),,
ROH1,PABB0030,가공보조제,Processing Aids,바이오 기반,Bio-Based,이스트 (고상),Yeast (Sol),,
ROH1,PABB0040,가공보조제,Processing Aids,바이오 기반,Bio-Based,이성화효소,Isomerase,,
ROH1,PABB0050,가공보조제,Processing Aids,바이오 기반,Bio-Based,Phytase,Phytase,,
ROH1,PABB0060,가공보조제,Processing Aids,바이오 기반,Bio-Based,Spezyme,Spezyme,,
ROH1,PABB0070,가공보조제,Processing Aids,바이오 기반,Bio-Based,당화효소,Amylase,,
ROH1,PAFA0010,가공보조제,Processing Aids,기능성 보조제,Functional Aids,PVP,PVP,,
ROH1,PAFA0020,가공보조제,Processing Aids,기능성 보조제,Functional Aids,소포제,Antifoam,,
ROH1,PAPS0010,가공보조제,Processing Aids,보존제,Preservatives,염화벤잘코늄,Benzalkonium Chloride,,
ROH1,PAPS0020,가공보조제,Processing Aids,보존제,Preservatives,살균제,Disinfectant,,
ROH1,PAPS0030,가공보조제,Processing Aids,보존제,Preservatives,SANISOL,Sanisol,,
ROH1,PARG0010,가공보조제,Processing Aids,조절제,Regulators,pH조절제,Ph Adjuster,,
ROH1,PARG0020,가공보조제,Processing Aids,조절제,Regulators,EDTA,EDTA,,
ROH1,PARG0030,가공보조제,Processing Aids,조절제,Regulators,에틸렌다이아민테트라아세트산,EDTA,,
ROH1,PASO0010,가공보조제,Processing Aids,용제,Solvents,제조용 Solvent,Manufacturing Solvent,,
ROH1,PASO0020,가공보조제,Processing Aids,용제,Solvents,추출용 Solvent,Extraction Solvent,,
ROH1,PSOT0010,공정부원료,Processing Materials,기타공정부원료,Others,아이스팩충전재,Icepack Filling,,
ROH1,PSOT9990,공정부원료,Processing Materials,기타공정부원료,Others,기타공정부원료,Other Processing Aids,,
ROH1,SPCS0010,수산가공식품,Seafood Processed,갑각류가공,Crustaceans,게 가공,Processed Crab,,
ROH1,SPCS0020,수산가공식품,Seafood Processed,갑각류가공,Crustaceans,새우가공,Processed Shrimp,,
ROH1,SPCS9990,수산가공식품,Seafood Processed,갑각류가공,Crustaceans,기타갑각류가공,Other Processed Crustaceans,,
ROH1,SPFS0010,수산가공식품,Seafood Processed,어류가공,Fish,가쓰오부시,Katsuobushi,,
ROH1,SPFS0020,수산가공식품,Seafood Processed,어류가공,Fish,조미생선,Seasoned Fish,,
ROH1,SPFS0030,수산가공식품,Seafood Processed,어류가공,Fish,생선추출물,Fish Extract,,
ROH1,SPFS0040,수산가공식품,Seafood Processed,어류가공,Fish,멸치분말,Anchovy Powder,,
ROH1,SPFS0050,수산가공식품,Seafood Processed,어류가공,Fish,멸치엑기스,Anchovy Extract,,
ROH1,SPFS0060,수산가공식품,Seafood Processed,어류가공,Fish,황태&명태가공,Processed Pollock,,
ROH1,SPFS0070,수산가공식품,Seafood Processed,어류가공,Fish,참치엑기스,Tuna Extract,,
ROH1,SPFS9990,수산가공식품,Seafood Processed,어류가공,Fish,기타어류가공,Other Processed Fish,,
ROH1,SPMO0010,수산가공식품,Seafood Processed,연체류가공,Mollusks,오징어가공,Processed Squid,,
ROH1,SPMO9990,수산가공식품,Seafood Processed,연체류가공,Mollusks,기타연체류가공,Other Processed Mollusks,,
ROH1,SPMX0010,수산가공식품,Seafood Processed,혼합해물,Mixed Seafood,혼합해물가공,Mixed Seafood Processed,,
ROH1,SPOT0010,수산가공식품,Seafood Processed,기타수산가공,Others,해물육수,Seafood Base Broth,,
ROH1,SPOT9990,수산가공식품,Seafood Processed,기타수산가공,Others,기타수산가공,Other Fishery Processed,,
ROH1,SPSC0010,수산가공식품,Seafood Processed,액젓,Fish Sauce,까나리액젓,Sand Lance Fish Sauce,,
ROH1,SPSC0020,수산가공식품,Seafood Processed,액젓,Fish Sauce,멸치액젓,Anchovy Fish Sauce,,
ROH1,SPSC0030,수산가공식품,Seafood Processed,액젓,Fish Sauce,새우액젓,Shrimp Fish Sauce,,
ROH1,SPSC9990,수산가공식품,Seafood Processed,액젓,Fish Sauce,기타액젓,Other Fish Sauce,,
ROH1,SPSF0010,수산가공식품,Seafood Processed,조개류가공,Shellfish,조개가공,Processed Shellfish,,
ROH1,SPSF0020,수산가공식품,Seafood Processed,조개류가공,Shellfish,굴가공,Processed Oyster,,
ROH1,SPSF0030,수산가공식품,Seafood Processed,조개류가공,Shellfish,바지락가공,Processed Clam,,
ROH1,SPSF9990,수산가공식품,Seafood Processed,조개류가공,Shellfish,기타조개류가공,Other Processed Shellfish,,
ROH1,SPSW0010,수산가공식품,Seafood Processed,해조류가공,Seaweed,다시마가공,Processed Kelp,,
ROH1,SPSW9990,수산가공식품,Seafood Processed,해조류가공,Seaweed,기타해조류가공,Other Processed Seaweed,,
ROH1,SSCR0010,수산물,Seafood,갑각류,Crustaceans,새우,Shrimp,,
ROH1,SSCR0011,수산물,Seafood,갑각류,Crustaceans,새우,Shrimp,흰다리새우,Vannamei (Whiteleg) 
ROH1,SSCR0012,수산물,Seafood,갑각류,Crustaceans,새우,Shrimp,홍새우,Red Shrimp
ROH1,SSCR0013,수산물,Seafood,갑각류,Crustaceans,새우,Shrimp,판달루스 냉수 새우,Pandalus Coldwater Shrimp
ROH1,SSCR0020,수산물,Seafood,갑각류,Crustaceans,게,Crab,,
ROH1,SSCR0030,수산물,Seafood,갑각류,Crustaceans,가재,Crayfish,,
ROH1,SSCR0040,수산물,Seafood,갑각류,Crustaceans,킹크랩,King Crab,,
ROH1,SSCR0050,수산물,Seafood,갑각류,Crustaceans,랍스터,Lobster,,
ROH1,SSCR9990,수산물,Seafood,갑각류,Crustaceans,기타갑각류,Other Crustaceans,,
ROH1,SSFS0010,수산물,Seafood,어류,Fish,갈치,Gizzard Shad,,
ROH1,SSFS0020,수산물,Seafood,어류,Fish,고등어,Mackerel,,
ROH1,SSFS0030,수산물,Seafood,어류,Fish,굴비,Gulbi,,
ROH1,SSFS0040,수산물,Seafood,어류,Fish,장어,Eel,,
ROH1,SSFS0050,수산물,Seafood,어류,Fish,옥돔,Okdom,,
ROH1,SSFS0060,수산물,Seafood,어류,Fish,조기,Cockroach,,
ROH1,SSFS0070,수산물,Seafood,어류,Fish,참치,Tuna,,
ROH1,SSFS0080,수산물,Seafood,어류,Fish,연어,Salmon,,
ROH1,SSFS0090,수산물,Seafood,어류,Fish,가자미,Flounder,,
ROH1,SSFS0100,수산물,Seafood,어류,Fish,삼치,Spanish Mackerel,,
ROH1,SSFS0110,수산물,Seafood,어류,Fish,임연수,Atka Mackerel,,
ROH1,SSFS0120,수산물,Seafood,어류,Fish,틸라피아,Tilapia,,
ROH1,SSFS0130,수산물,Seafood,어류,Fish,바사,Basa,,
ROH1,SSFS0140,수산물,Seafood,어류,Fish,멸치,Anchovy,,
ROH1,SSFS0150,수산물,Seafood,어류,Fish,명태,Pollock,,
ROH1,SSFS0170,수산물,Seafood,어류,Fish,알&곤이,Fish Roe&Soft Roe,,
ROH1,SSFS9990,수산물,Seafood,어류,Fish,기타생선,Other Fish,,
ROH1,SSMO0010,수산물,Seafood,연체류,Mollusks,낙지,Small Octopus,,
ROH1,SSMO0020,수산물,Seafood,연체류,Mollusks,문어,Octopus,,
ROH1,SSMO0030,수산물,Seafood,연체류,Mollusks,오징어,Squid,,
ROH1,SSMO0031,수산물,Seafood,연체류,Mollusks,오징어,Squid,대왕오징어,Squid (Giant)
ROH1,SSMO0032,수산물,Seafood,연체류,Mollusks,오징어,Squid,살오징어,Squid (Pacific)
ROH1,SSMO0033,수산물,Seafood,연체류,Mollusks,오징어,Squid,갑오징어,Cuttlefish
ROH1,SSMO0034,수산물,Seafood,연체류,Mollusks,오징어,Squid,일반오징어,Common Squid
ROH1,SSMO0040,수산물,Seafood,연체류,Mollusks,주꾸미,Webfoot Octopus,,
ROH1,SSMO9990,수산물,Seafood,연체류,Mollusks,기타연체류,Other Mollusks,,
ROH1,SSOT0010,수산물,Seafood,기타수산물,Others,밀키트수산,Meal Kit Fishery,,
ROH1,SSOT9990,수산물,Seafood,기타수산물,Others,기타수산물,Other Fishery,,
ROH1,SSSF0010,수산물,Seafood,조개류,Shellfish,가리비,Scallop,,
ROH1,SSSF0011,수산물,Seafood,조개류,Shellfish,가리비,Scallop,참가리비,Japanese Scallop
ROH1,SSSF0012,수산물,Seafood,조개류,Shellfish,가리비,Scallop,홍가리비,Red Scallop
ROH1,SSSF0013,수산물,Seafood,조개류,Shellfish,가리비,Scallop,백가리비,White Scallop
ROH1,SSSF0014,수산물,Seafood,조개류,Shellfish,가리비,Scallop,왕가리비,Jumbo Scallop
ROH1,SSSF0020,수산물,Seafood,조개류,Shellfish,바지락,Clam,,
ROH1,SSSF0030,수산물,Seafood,조개류,Shellfish,전복,Abalone,,
ROH1,SSSF0040,수산물,Seafood,조개류,Shellfish,참고둥,Whelk,,
