MATERIAL_CODE,MATERIAL_DESC,TYPE,CATEGORY_CODE
5012657,RBD PALM OLEIN_LIQUID_RT_VN,ROH1,OPOT9990
5012658,CLEARAM CH 20 20_PD_RT_FR,ROH1,APST9990
5012659,KREATION D2_PD_RT,ROH1,APST9990
5012660,DISODIUM PHOSPHATE C522_PD_RT_IL,ROH1,FAOT9990
5012661,TAPIOCA STARCH EBX-1081A_PD_RT_V,ROH1,APST9990
5012662,CHOCOLATE 001229_LIQUID_RT_ID,ROH1,FAFO0020
5012663,SKIM MILK POWDER(FON)_PD_RT_NZ,ROH1,LPDA9990
5012664,BAKING POWDER F-UP_PD_RF_JP,ROH1,FAOT9990
5012665,BAKING POWDER CF-55_PD_RF_JP,ROH1,FAOT9990
5012666,CORN FLOUR NO.7K_PD_RF_JP,ROH1,AAGR0020
5012667,NIKKA MILKY S_PD_RT_JP,ROH1,LPDA0020
5012668,TAPIOCA STARCH (HD)_PD_RF_VN,ROH1,APST9990
5012669,M-ZYME LIPO 30_PD_RT_MY,ROH1,FAFO0070
5012670,RS SUGAR (TTCS)_PD_RT_VN,ROH1,APSG9990
5012671,SUPRO 548_PD_RT_US,ROH1,APST9990
5012672,EGG WHITE (PULVIVER)_PD_RT_BE,ROH1,LPEG0030
5012673,ALPHAMALT VC 5000_PD_RT_DE,ROH1,FAFO0070
5012674,SHMP_PD_RT_TH,ROH1,FAOT9990
5012675,CORN FLOUR (KOREAN)_PD_RF_KR,ROH1,OPOT9990
5012676,HUONG SUA SW4694_PD_RF_VN,ROH1,FAFO0020
5012677,HARDENED COCONUT OIL_SOLID_RF_VN,ROH1,AAFR0350
5012678,MODIFIED STARCH CTF_7631/POWDER/RTEMP/VN,ROH1,APST9990
5012679,TREHALOSE_PD_RT_JP,ROH1,APSG9990
5012680,EMULPALS HO_PD_RT_DK,ROH1,FAIM0030
5012681,SODIUM BICARBONATE_PD_RT_IT,ROH1,FAOT9990
5012682,CALCIUM CARBONATE_PD_RT_JP,ROH1,FAOT9990
5012683,EGG YOLK_PD_RT_BE,ROH1,LPEG0040
5012684,GLUTINOUS RICE FLOUR_PD_RT_VN,ROH1,OPOT9990
5012685,EMUTECH N200V_PD_RF_MY,ROH1,FAOT9990
5012686,EGG YOLK(E.P.S)_PD_RT_IT,ROH1,LPEG0040
5012687,SOYBEAN POWDER_PD_RF_KR,ROH1,OPOT9990
5012688,SOFT WHEAT FLOUR (BAKER_PD_RT_VN,ROH1,APGR0060
5012689,SOFT WHEAT FLOUR (SEAFO_PD_RT_VN,ROH1,APGR0060
5012690,VERITY 10_PD_RT_TH,ROH1,APST9990
5012691,SOFT WHEAT FLOUR_PD_RT_KR,ROH1,APGR0060
5012692,HARD WHEAT FLOUR_PD_RT_KR,ROH1,APGR0060
5012693,CORN FLOUR (KOREAN) N0._PD_RF_KR,ROH1,AAGR0020
5012694,SUPERGEL CSA 200_50_PD_RF_JP,ROH1,FAOT9990
5012695,DEXTROSE #50_PD_RT_JP,ROH1,APSG9990
5012696,TARI K215_PD_RT_AU,ROH1,FAOT9990
5012697,CRYSTAL ACE PL 300L_LIQUID_RF_MY,ROH1,FAOT9990
5012698,ELCOVIT 171452C_PD_RF_CN,ROH1,FANE9990
5012699,ELCOVIT 2414_PD_RF_DE,ROH1,FANE9990
5012700,EGG WHITE (SANOVO)_PD_RF_DK,ROH1,LPEG0030
5012701,BLANOSE 9M65XF (CMC)_PD_RT_FR,ROH1,FAOT9990
5012702,NUTMEG GROUND 700_PD_RF_VN,ROH1,OPOT9990
5012703,SODIUM BICAR(NOVABAY)_PD_RT_SG,ROH1,FAOT9990
5012704,CINAMON POWDER_PD_RT_VN,ROH1,OPOT9990
5012705,ONION OIL_LIQUID_RT_VN,ROH1,OPOT9990
5012706,POTATO FLAKES_PD_RT_DK,ROH1,AARV0010
5012707,POTATO FLAVOR_PD_RF_AU,ROH1,FAFO0020
5012708,SALT_PD_RT_TH,ROH1,CDSA9990
5012709,EGG WHITE EUROVO /POWDER/R-TEMP/I_PD_RT,ROH1,LPEG0030
5012710,DNS WHEAT FLOUR_PD_RT_KR,ROH1,APGR0060
5012711,DRY YEAST_PD_RF_VN,ROH1,FAOT9990
5012712,TOWER BAKING POWER_PD_RT_VN,ROH1,FAOT9990
5012713,FINE RICE FLOUR_PD_RT_VN,ROH1,APGR0110
5012714,CORN STARCH (TEREOS)_PD_RT_ID,ROH1,APST9990
5012715,GARLIC POWDER 151210_PD_RT_VN,ROH1,OPOT9990
5012716,REFINED SALT_PD_RT_VN,ROH1,CDSA9990
5012717,REFINED SUGAR 0.6~0.9_PD_RT_VN,ROH1,APSG9990
5012718,GELPRO F820E_PD_RT_TH,ROH1,APST9990
5012719,CHEDDAR CHEESE POWDER_PD_RF_AU,ROH1,FAOT9990
5012720,VIVAPUR ALGINATE_PD_RT_DE,ROH1,FAOT9990
5012721,CREAM PLUS_PD_RF_US,ROH1,FAOT9990
5012722,YEAST EXTRACT REVEAL 29_PD_RF_DE,ROH1,FAOT9990
5012723,CUSTARD FLAVOR_PD_RF_ID,ROH1,FAFO0020
5012724,CURRY POWDER_PD_RT_VN,ROH1,CDSP0050
5012725,EGG YOLK (INDIA)_PD_RT_IN,ROH1,LPEG0040
5012726,CHILLI EXTRACT_LIQUID_RT_IN,ROH1,OPOT9990
5012727,GLUTINOUS RICE FLOUR_PD_RF_TH,ROH1,APGR0110
5012728,SSL-3426_PD_RT_MY,ROH1,APST9990
5012729,STEVIA RA60E_PD_RF_US,ROH1,APSG9990
5012730,BUTTER FLAVOR (PROVA)_PD_RF_FR,ROH1,FAFO0020
5012731,PASELLI BC_PD_RT_NL,ROH1,APST9990
5012732,CURRY POWDER(VN)_PD_RF_VN,ROH1,OPOT9990
5012733,NOVAMYL_PD_RT_DK,ROH1,FAFO0070
5012734,POTATO POWDER_PD_RT_VN,ROH1,AARV0010
5012735,CHEESE BOOSTER PLUS_PD_RT_DE,ROH1,FAOT9990
5012736,VANILLA FLV E20151304_PD_RT_ID,ROH1,FAFO0020
5012737,PANDAN AROMA ARTE 832_PD_RT_ID,ROH1,FAOT9990
5012738,S-TEX SP_PD_RT_TH,ROH1,APST9990
5012739,TAPIOCA STARCH EH102_PD_RT_TH,ROH1,APST9990
5012740,CREAMY BUTTER FLAVOR_LIQUID_RF_SG,ROH1,FAFO0020
5012741,MODIFIED STARCH EH 102_PD_RT_TH,ROH1,APST9990
5012742,COCONUT FLAVOR_LIQUID_RF_SG,ROH1,FAFO0020
5012743,SALTED EGG OS_LIQUID_RF_TH,ROH1,CDSA9990
5012744,CLEARTASTE 360_PD_RF_US,ROH1,FAOT9990
5012745,SALTED EGG_PD_RF_VN,ROH1,LPEG0040
5012746,EGG ALBUMEN POWDER_PD_RF_IN,ROH1,LPEG0030
5012747,EMCE PROP G_PD_RF_DE,ROH1,FAOT9990
5012748,EGG WHITE (GROWARD)_PD_RT_LT,ROH1,LPEG0030
5012749,EGG YOLK (GROWARD)_PD_RT_LT,ROH1,LPEG0040
5012750,PAPRIKA WDP 40K CU_PD_RT_TH,ROH1,FAOT9990
5012751,TAPIOCA STARCH TAPX-8_PD_RT_VN,ROH1,APST9990
5012752,VEGETABLE FAT POWDER_PD_RT_CN,ROH1,FAOT9990
5012753,MODIFIED STARCH EHTEXT_PD_RT_TH,ROH1,APST9990
5012754,SWELY GEL MEDIUM_PD_RT_SE,ROH1,FAOT9990
5012755,MODIFIED STARCH EH200_PD_RT_TH,ROH1,APST9990
5012756,SODIUM BICARBONATE C&D_PD_RT_US,ROH1,FAOT9990
5012757,MAIZE FLOUR_PD_RT_KR,ROH1,APGR0060
5012758,EGG WHITE POWDER_PD_RT_IT,ROH1,LPEG0030
5012759,CORN STARCH (ARGO)_PD_RT_IN,ROH1,APST9990
5012760,COCAO POWDER 250DP11_PD_RF_SG,ROH1,SPFS0040
5012761,COCOA POWDER GOLD CLASS_PD_RF_MY,ROH1,SPFS0040
5012762,EHBATTER 101_PD_RT_TH,ROH1,APST9990
5012763,SODIUM ALINATE_PD_RT_IT,ROH1,FAOT9990
5012764,AO STARCH EBS-1036_PD_RT_VN,ROH1,APST9990
5012765,DEXTRIN_PD_RT_CN,ROH1,APSG9990
5012766,SUGAR_PD_RT_TH,ROH1,APSG9990
5012767,MILK POWDER_PD_RT_AU,ROH1,APSG9990
5012768,DEXTRIN_PD_RT_US,ROH1,APSG9990
5012769,SORBITOL_PD_RT_IN,ROH1,APSG9990
5012770,COCOA POWDER (S)_PD_RT_MY,ROH1,APSG9990
5012771,MALTITOL_PD_RT_CH,ROH1,APSG9990
5012772,MILK POWDER_RT_FR,ROH1,APSG9990
5012773,MILK POWDER_PD_RT_US,ROH1,APSG9990
5012774,MILK POWDER_PD_RT_IR,ROH1,APSG9990
5012775,FFP43_PD_RT_FR,ROH1,APSG9990
5012776,VF_PD_RT_US,ROH1,APSG9990
5012777,VF_PD_RT_FR,ROH1,APSG9990
5012778,ALKALISED COCOA_PD_RT_MY,ROH1,APSG9990
5012779,GM SUGAR_PD_RT_TH,ROH1,APSG9990
5012780,BUTTER MILK_PD_RT_DE,ROH1,APSG9990
5012781,SMP_PD_RT_AU,ROH1,APSG9990
5012782,DEXTRIN_PD_RT_JP,ROH1,APSG9990
5012783,SMP1001401_PD_RT_AU,ROH1,APSG9990
5012784,COCOA(PN1011)_PD_RT_SG,ROH1,APSG9990
5012785,COCOA(25011H)_PD_RT_MY,ROH1,APSG9990
5012786,BURRA SMP_PD_RT_AU,ROH1,APSG9990
5012787,SMP TAKANASHI_PD_RT_JP,ROH1,APSG9990
5012788,MEIJI SMP_PD_RT_JP,ROH1,APSG9990
5012789,SORBITOL_PD_RT_TH,ROH1,APSG9990
5012790,WMP REGULAR (DOM)_PD_RT_NZ,ROH1,APSG9990
5012791,DNS 14%_SOLID_RT_US,ROH1,AAGR0010
5012792,NS 12.5%_SOLID_RT_US,ROH1,AAGR0010
5012793,NS 14%_SOLID_RT_US,ROH1,AAGR0010
5012794,SWW 10.5%_SOLID_RT_US,ROH1,AAGR0010
5012795,HPS 14%_SOLID_RT_AR,ROH1,AAGR0010
5012796,APH 13%_SOLID_RT_AR,ROH1,AAGR0010
5012797,APH 14%_SOLID_RT_AR,ROH1,AAGR0010
5012798,AH 13%_SOLID_RT_AR,ROH1,AAGR0010
5012799,AH 11.5%_SOLID_RT_AR,ROH1,AAGR0010
5012800,APW 10.5%_SOLID_RT_AR,ROH1,AAGR0010
5012801,HRW 11.5%_SOLID_RT_US,ROH1,AAGR0010
5012802,SWW 9.5%_SOLID_RT_AM,ROH1,AAGR0010
5012803,AH 12%_SOLID_RT_AU,ROH1,AAGR0010
5012804,BRAZIL FEED WHEAT_SOLID_RT_BR,ROH1,AAGR0010
5012805,AUSTRALIAN UTILITY HARD2_SOLID_RT_AU,ROH1,AAGR0010
5012806,HPS13_SOLID_RT_AU,ROH1,AAGR0010
5012807,ROMANIA WHEAT_SOLID_RT_RO,ROH1,AAGR0010
5012808,EU FED_SOLID_RT_BG,ROH1,AAGR0010
5012809,CWW_SOLID_RT_CA,ROH1,AAGR0010
5012810,CWRS13.5%_SOLID_RT_CA,ROH1,AAGR0010
5012811,ASW_SOLID_RT_AU,ROH1,AAGR0010
5012812,CWRS13%_SOLID_RT_CA,ROH1,AAGR0010
5012813,RUSSIAN MILLING_SOLID_RT_RW,ROH1,AAGR0010
5012814,NS14.5_SOLID_RT_US,ROH1,AAGR0010
5012815,RUSSIAN MILLING WHEAT 11_SOLID_RT_RW,ROH1,AAGR0010
5012816,AMW_SOLID_RT_AR,ROH1,AAGR0010
5012817,CWRS14.5_SOLID_RT_CA,ROH1,AAGR0010
5012818,AH9_SOLID_RT_AU,ROH1,AAGR0010
5012819,BRAZIL12%_SOLID_RT_BR,ROH1,AAGR0010
5012820,AMW12_SOLID_RT_AR,ROH1,AAGR0010
5012821,CANADIAN FEED WHEAT_SOLID_RT_CA,ROH1,AAGR0010
5012822,CORN STARCH-FS_PD_RT_KR,ROH1,FAIM0020
5012823,SWW11_SOLID_RT_US,ROH1,AAGR0010
5012834,TAPIOCA STARCH_PD_RT_VN,ROH1,APST9990
5012835,CHEESE FLAVOR A1382770_PD_RT_ID,ROH1,FAFO0020
5012836,PARSLEY FINE_PD_RT_DE,ROH1,FAFO0020
5012926,RED CHILLI POWDER_PD_RT_VN,ROH1,OPOT9990
5012954,REFINED SALT_PD_RT_KR,ROH1,APSG9990
5012978,VANILLA FLAVOR 000845_PD_RT,ROH1,APSG9990
5013072,SORBITOL CHINA_PD_RT_CN,ROH1,APSG9990
5013097,WMP MIRAKA (WMP01)_PD_RT_NZ,ROH1,APSG9990
5013098,BURRA SMP HHHS 200221_PD_RT_AU,ROH1,APSG9990
5013099,HASEGAWA VANILLA FLAVOUR MI-645_PD_RT_JP,ROH1,APSG9990
5013100,NAGAOKA VANILLA FLAVOR OFG42216_PD_RT_JP,ROH1,APSG9990
5013103,VANILLA FLAVOR A1490129_PD_RT_ID,ROH1,FAFO0020
5013122,DARIGOLD SMP MH_PD_RT_US,ROH1,APSG9990
5013158,WESTLAND SMP-MH_PD_RT_NZ,ROH1,APSG9990
5013164,WMP OCD (W26 HG)_PD_RT_NZ,ROH1,APSG9990
5013165,EPI SMP_PD_RT_FR,ROH1,APSG9990
5013183,(H)COCOA POWDER_PD_RT_MY,ROH1,APSG9990
5013212,CAMPINA SMP_PD_RT_NL,ROH1,APSG9990
5013213,PREMIXWF SUGAR_PD_RT_TH,ROH1,APSG9990
5013250,(JULY2024) COCOAPOWDER GP100-11_PD_RT_MY,ROH1,APSG9990
5013251,COCOAPOWDER GP-100-11 170007260_PD_RT_MY,ROH1,APSG9990
5013252,COCOAPOWDER GP-100-11 300007240_PD_RT_MY,ROH1,APSG9990
5013253,BURRA SMP HHHS - ITOCHU FSM_PD_RT_AU,ROH1,APSG9990
5013297,DMH_PD_RT_CN,ROH1,APSG9990
5013298,COCOAPOWDER GP-100-11 150007250_PD_RT_MY,ROH1,APSG9990
5013328,BURRA SMP HH - ITOCHU FSM_PD_RT_AU,ROH1,APSG9990
5013329,BURRA SMP (HH)_PD_RT_AU,ROH1,APSG9990
5013330,BURRA SMP HH_PD_RT_AU,ROH1,APSG9990
5013335,SUGAR - PREMIXWF_PD_RT_TH,ROH1,APSG9990
5013340,VANILLA POWDER GN1125C_PD_RT_JP,ROH1,APSG9990
5013343,SHANDONG SORBITOL_PD_RT_CN,ROH1,APSG9990
5013344,SUGAR - B2B_PD_RT_TH,ROH1,APSG9990
5013347,COCOAPOWDER GP-100-11 150007300_PD_RT_MY,ROH1,APSG9990
5013377,BURRA SMP MH UHT 200642 - FSM_WL_RT_AU,ROH1,APSG9990
5013378,COCOA POWDER JB100-11_PD_RT,ROH1,APSG9990
5013379,WMP OCD W26-HG-FSM_PD_RT_NZ,ROH1,APSG9990
5013387,SHANDONG MALTITOL_PD_RT_CN,ROH1,APSG9990
5013388,SMP A-WARE MH_PD_RT_BE,ROH1,APSG9990
5013586,WMP OCD W26-HG - IMANAKA_PD_RT_NZ,ROH1,APSG9990
5013587,COCOA POWDER NF55 10-12%_PD_RT_ID,ROH1,APSG9990
5013609,SMP WCB1016285 - B2B_PD_RT_AU,ROH1,APSG9990
5013622,SMP WCB1001230 - B2B ITOCHUFSM_PD_RT_AU,ROH1,APSG9990
5013623,FFP43 H21001004 - B2B ITOCHUFSM_PD_RT,ROH1,APSG9990
5013711,FONTERRA SMP HH PSB1751_PD_RT_NZ,ROH1,APSG9990
5013728,SMP WESTLAND MH (IMANAKA)_PD_RT_NZ,ROH1,APSG9990
5011756,BEEF FLAVOR 2012_PD_RT_CN,ROH1,FAFO0010
5011757,Beef fat_tendon (6 skin)_DC_RF_VN,ROH1,LLBF9990
5011758,Frz pork legs_DC_FZ_BR,ROH1,LLPK0120
5011759,ACK sugar_PD_RT_CN,ROH1,APSG9990
5011760,CB 300_PD_RT_DE,ROH1,FAOT9990
5011761,Cholimex black sauce_PS_RT_VN,ROH1,CDDS9990
5011762,HN 3210_PD_RT_VN,ROH1,FAIM0060
5011763,HQ chili powder_PD_RT_KR,ROH1,AACV0080
5011764,K215_PD_RT_AU,ROH1,FAIM0060
5011765,LI Seasoning_FL_RT_KR,ROH1,FAFO0020
5011766,A)MSG_PD_RT_ID,ROH1,APSG9990
5011767,Dried Scallian_CT_RF_VN,ROH1,APSV9990
5011768,Ninh Thuan chili powder _ kg_WL_RF_VN,ROH1,AACV0080
5011769,TG panko @ bind_PD_RF_TW,ROH1,FASB9990
5011770,Hydrolyzed veg protein M2000_PD_RT_MY,ROH1,APBN9990
5011771,Soy sauce_FC_RT_VN,ROH1,CDFM0010
5011772,POTATO POWDER_PD_RT_PL,ROH1,AARV0010
5011773,Meat flavor S_129293_PD_RT_ID,ROH1,FAFO0020
5011774,Cilantro_WL_RF_VN,ROH1,AALV0020
5011775,Coriander scent_FC_RT_SG,ROH1,FAFO0010
5011776,Fine chili powder_PD_RT_VN,ROH1,AACV0080
5011777,Refined salted_PS_RT_VN,ROH1,CDSA9990
5011778,Chilli powder_PD_RT_CN,ROH1,AACV0080
5011779,Salt_PD_RT_VN,ROH1,CDSA9990
5011780,Fructose Sugar_WL_RT_TR,ROH1,APSG0220
5011781,citric acid_PD_RT_CN,ROH1,CDOT0010
5011782,A)Grilled Flavor_PD_RT_US,ROH1,CDOT0010
5011783,Chinese vermicelli No1_FL_RT_VN,ROH1,OPOT9990
5011784,Kimchi flavor _ GF2044102_FC_RT_VN,ROH1,FAFO0020
5011785,Kimchi flavor liquid_FC_RT_VN,ROH1,FAFO0020
5011786,B?t gia v? kim chi_PD_RT_SG,ROH1,FAFO0020
5011787,Carrot_WL_RF_VN,ROH1,AARV0040
5011788,A)Garlic_WL_RF_CN,ROH1,AASV0030
5011789,Ginger_WL_RF_VN,ROH1,AASV0040
5011790,A)Peeled Onions_WL_RF_VN,ROH1,AASV0020
5011791,Frozen basa fat_DC_FZ_VN,ROH1,SSFS0130
5011792,A)Ginger_WL_FZ_VN,ROH1,AAGR0020
5011793,FROZEN MIX SURIMI (RA)_MI_FZ_VN,ROH1,SSSU0060
5011794,Green pea_WL_FZ_BE,ROH1,AABN0060
5011795,Frozen fillet Pollock (block)_DC_FZ_CN,ROH1,SSFS9990
5011796,Yellow Radish_WL_RF_VN,ROH1,AAFV9990
5011797,Yellow bell pepper_WL_RF_VN,ROH1,AASV0080
5011798,Green powder_FC_RT_PE,ROH1,FAOT9990
5011799,Mix fruit compound_PS_FZ_VN,ROH1,APFR0010
5011800,Beef bone extract_PS_RT_VN,ROH1,LPBF0020
5011801,Broken leg crab meat_FL_FZ_VN,ROH1,LLBF9990
5011802,Frozen chicken skin_DC_FZ_VN,ROH1,LLBF9990
5011803,Carrot fiber powder_PD_RT_FR,ROH1,AARV0040
5011804,Layang scad_WL_FZ_VN,ROH1,SSFS9990
5011805,Animal pro. (Vrpro 75 PSC)_PD_RT_BE,ROH1,FAOT9990
5011806,Pork protein (high function)_DP_RT_DK,ROH1,FAOT9990
5011807,Pork seasoning _PD_RT_VN,ROH1,FAFO0020
5011808,Tofu flavor_FC_RT_VN,ROH1,FAFO0020
5011809,Layang scad_WL_FZ_VN,ROH1,LPDA0080
5011810,Lobster_MI_FZ_CA,ROH1,SSCR0040
5011811,Chili peper_WL_RF_VN,ROH1,AACV9990
5011812,Garlic oil/ Garlic oleoresin_FC_RT_IN,ROH1,OPOF9990
5011813,Buffalo lean meat _DC_FZ_IN,ROH1,LPOT9990
5011814,Dried garlic_DC_RF_CN,ROH1,APSV9990
5011815,H??ng x?ng kh?i kh? (Chardex H)_PD_RT_US,ROH1,FAFO0010
5011816,Spicy Extract_FC_RT_IN,ROH1,APOT9990
5011817,Quail eggs_WL_RF_VN,ROH1,LLEG0010
5011818,FLOUR_PD_RT_VN,ROH1,APST0080
5011819,Yellow Bicycle Wheat Flour_PD_RT_VN,ROH1,AAGR0010
5011820,Frozen surimi sea fish mix_MI_FZ_VN,ROH1,SSFS9990
5011821,Binder 700_PD_RT_MY,ROH1,FASB9990
5011822,Basil_WL_RF_VN,ROH1,AAHB0020
5011823,Basil_WL_RF_VN,ROH1,AAHB0020
5011824,Pear juice concentrate_PS_FZ_VN,ROH1,APFR0010
5011825,Chinese vermicelli_FL_RT_VN,ROH1,OPOT9990
5011826,VERDAD F35_FC_RT_NL,ROH1,FASB0030
5011827,Verdad Powder N6_PD_RT_NL,ROH1,FASB0030
5011828,Betabate_Vitamin B1_FC_RT_KR,ROH1,FANE9990
5011829,Corn_WL_RF_VN,ROH1,AAGR0020
5011830,Red Yeast Rice Powder_PD_RT_CN,ROH1,FAFO0040
5011831,VIANCO CINNAMON 500G_FL_RT_VN,ROH1,AAOT9990
5011832,VIANCO CINNAMON 500G_PD_RT_VN,ROH1,CDDS0050
5011833,Red bell pepper_WL_RF_VN,ROH1,AASV0080
5011834,Apple Fruit Compound (190747)_PS_FZ_VN,ROH1,APFR0020
5011835,Apple puree_PS_FZ_VN,ROH1,APFR0020
5011836,Saprona TG1E_PD_RT_DE,ROH1,FASB9990
5011837,Pork shoulder cushion_DC_FZ_US,ROH1,LLPK0090
5011838,Boiled chicken flavor_PD_RT_SG,ROH1,LPCK0020
5011839,Shrimp paste 210 ml_PS_RT_VN,ROH1,CDDS9990
5011840,Shrimp meat powder_PD_RT_VN,ROH1,FAFO0020
5011841,A)Fish sauce_FC_RT_VN,ROH1,SPSC9990
5011842,Fish Gelatine (honor.Wellness)_PD_RT_VN,ROH1,FAOT9990
5011843,Fructose syrup_FC_RT_KR,ROH1,APSG0220
5011844,Salted baby shrimp_WL_RF_VN,ROH1,CDDS9990
5011845,Mustard Green_WL_RF_VN,ROH1,APOT9990
5011846,Sorbic Acid_WL_RT_CN,ROH1,CDOT0010
5011847,Ch?t b?o qu?n kali sorbat_PD_RT_CN,ROH1,FASB0010
5011848,Kim chi sauce_FC_RT_VN,ROH1,CDDS9990
5011849,Material V7_PD_RT_MY,ROH1,FASB9990
5011850,Beef Flavor 590577CB_PD_RT_ID,ROH1,FAFO0020
5011851,Beef noodle seasoning_PD_RT_VN,ROH1,FAFO0020
5011852,Beef flavoring powder 707315_PD_RT_ID,ROH1,FAFO0020
5011853,Chicken Fillet Skinles_DC_FZ_BR,ROH1,LLCKB010
5011854,White Radish_WL_RF_VN,ROH1,AARC0010
5011855,A)Refined salt_PD_RT_VN,ROH1,CDSA9990
5011856,Spring Onion_WL_RF_VN,ROH1,AASV0020
5011857,Stater culture CJ LM119_PD_FR_KR,ROH1,FAFO0040
5011858,Cinnamon powder_PD_RT_VN,ROH1,CDSP0030
5011860,Vinegar 900ml*15 bottles_FC_RT_VN,ROH1,APOT9990
5011861,Food alcohol_FC_RT_VN,ROH1,FAFO0030
5011862,Food additive Meatshelf_PD_RT_VN,ROH1,FAFO0020
5011863,Food additive SIF _ P94i_PD_RT_NL,ROH1,FASB9990
5011864,Food additive Meatline 3092_PD_RT_MY,ROH1,FASB0010
5011865,Food Additives 320_PD_RT_MY,ROH1,FAIM0060
5011866,_Food additive CLEARAMCH 20 20_PD_RT_IT,ROH1,FAOT9990
5011867,Food Additives Wellease EASY_FC_RT_KR,ROH1,FAIM0020
5011868,Turmeric powder_PD_RT_VN,ROH1,AASV9990
5011869,Rice OM18 EU_WL_RF_VN,ROH1,AARI0030
5011870,Rice OM18 US_WL_RF_VN,ROH1,AARI0030
5011871,A)Rice Vinegar_FC_RT_VN,ROH1,APOT9990
5011872,H??NG N??C M?M_FC_RT_VN,ROH1,FAFO0010
5011873,AminoS_FL_RT_VN,ROH1,FAOT9990
5011874,Acetic Acid (Strong Vinegar)_FC_RT_KR,ROH1,CDOT0010
5011875,Sodium Ascorbate_PD_RT_CN,ROH1,FAFO0070
5011876,Sodium Nitrite _ NaNO2_PD_RT_DE,ROH1,FASB0010
5011877,Compressed tubers_WL_RF_VN,ROH1,AARV9990
5011878,Liquid smoke flavor_FC_RT_US,ROH1,FAFO0020
5011879,GREEN CABBAGE_WL_RF_VN,ROH1,AALV0130
5011880,KC Cabbage_WL_RF_VN,ROH1,AARC0020
5011881,Purple Onion_WL_RF_VN,ROH1,AASV0050
5011882,Leek_WL_RF_VN,ROH1,AASV0020
5011883,Soft tofu_DC_RF_VN,ROH1,PSOT0010
5011884,Young jackfruit_WL_RF_VN,ROH1,AAFR9990
5011885,Corn flavor_FC_RT_SG,ROH1,FAFO0020
5011886,Lactic Acid_PD_RT_FR,ROH1,CDOT0010
5011887,Fresh _ Lean beef/ minced beef_CT_RF_VN,ROH1,LLBF9990
5011888,Frozen basa meat_DC_FZ_VN,ROH1,SSFS0130
5011889,Jasmine tea pack 1KG_FL_RT_VN,ROH1,PSOT0010
5011890,Taro fermented tofu_JE_RT_VN,ROH1,PSOT0010
5011891,Color retention agent_PD_RT_VN,ROH1,FACO0010
5011892,Color additive A. Spice Paprika_FC_RT_IN,ROH1,FACO0010
5011893,TUNA SEASONING POWDER_PD_RT_VN,ROH1,PSOT0010
5011894,Vegetarian ribs_FL_RT_VN,ROH1,PSOT0010
5011895,Veg. chicken thighs_FL_RT_VN,ROH1,LPOT9990
5011896,Vegetarian fish_FL_RT_VN,ROH1,PSOT0010
5011897,Vegetarian small ribs_FL_RT_VN,ROH1,PSOT0010
5011898,Vegetarian fish cake_FL_RT_VN,ROH1,LPOT9990
5011899,Additives opti form PA4_FC_RT_TH,ROH1,FASB0010
5011900,Cholimex soy sauce 250gr_FC_RT_VN,ROH1,CDDS9990
5011901,Chorizo ??Top_PD_RT_VN,ROH1,FAFO0020
5011902,Cheese parmesan flavor SC247903_FC_RT_SG,ROH1,FAFO0020
5011903,CHEESE FLAVOR_PD_RT_MY,ROH1,FAFO0020
5011904,Chicken sea. powder 64001 CA_PD_RT_ID,ROH1,FAFO0020
5011905,Maggi Chicken powder_PD_RT_VN,ROH1,LPCK0020
5011906,Maggi Chicken seasoning_PD_RT_VN,ROH1,LPCK0020
5011907,Red pepper seasoning_PD_RT_CN,ROH1,FAFO0020
5011908,Chili oil sauce_FC_RT_VN,ROH1,CDDS9990
5011909,Chili Extract 40k CU OS_FC_RT_PE,ROH1,APOT9990
5011910,Carrageenan_PD_RT_PH,ROH1,FAIM0040
5011911,Carmine 10%_FC_RT_PE,ROH1,FACO0010
5011912,KOREAN FISH CAKE_PD_RT_VN,ROH1,PSOT0010
5011913,KOREAN SHIN NOODLE_DC_RT_KR,ROH1,OPOT9990
5011914,Kohlrabi_WL_RF_VN,ROH1,AARV9990
5011915,Soybean_WL_RF_US,ROH1,AABN0010
5011916,Xanthangum_PD_RT_FR,ROH1,FAIM0040
5011917,Tamarind block_PD_RT_VN,ROH1,AAOT9990
5011918,Thanh Dung Ve. ribs 1KG_FL_RT_VN,ROH1,PSOT0010
5011919,Skimm milk powder_PD_RT_NZ,ROH1,LPDA0060
5011920,Deffated soybean powder_PD_RT_VN,ROH1,APGR9990
5011921,Tai Ky Tapioca starch 1kg_PD_RT_VN,ROH1,AARV0010
5011922,Tornado Cheese PDTraditional _PD_RT_VN,ROH1,FAFO0020
5011923,Tri Hai Fine Shrimp paste 300g_PS_RT_VN,ROH1,PSOT0010
5011924,Mix Five flavors_PD_RT_VN,ROH1,FAFO0020
5011925,Glucose syrup_FC_RT_VN,ROH1,APSG0080
5011926,Frozen pork skin emulsion_MI_FZ_VN,ROH1,FAOT9990
5011927,Hai Dao sauce_FC_RT_VN,ROH1,PSOT0010
5011928,MDCM Chicken mt _MI_FZ_KR,ROH1,LLPK0170
5011929,KOREAN FISH CAKE_DC_RT_VN,ROH1,PSOT0010
5011930,Koread Hot Chilli_WL_RF_VN,ROH1,SPSC0020
5011931,KOREAN SHIMP SAUCE_FD_RT_KR,ROH1,CDDS9990
