MATERIAL_CODE,MATERIAL_DESC,TYPE,CATEGORY_CODE
555061,태양고춧가루 (베트남산)/분/실온/VN,ROH1,AACV0080
704194,박스(A-1형)/500G/진한소고기미역국,ROH2,PABX0010
704274,박스(오픈형)/1000ML/비비고참기름_CC,ROH2,PABX0020
704318,박스(WRC)/340G/런천미트(유캡),ROH2,PABX0020
704380,파우치/400g/비비고 새우교자,ROH2,PLMF0040
704381,박스(A-1형)/400g/비비고 새우교자,ROH2,PABX0010
704382,파우치/600G/비비고 치킨야채교자,ROH2,PLMF0040
704383,박스(A-1형)/600G/비비고 치킨야채교자,ROH2,PABX0010
704436,스티커(상)/1.3KG (1.2KG+100G)/비비고썰은,ROH2,PLLB0030
704499,파우치/460G/두부듬뿍된장찌개,ROH2,PLMF0040
704283,잡관(원형외)/1000ML/비비고참기름_CC,ROH2,MECA0010
704394,리드/140G/비비고모닝두부플레인(수출공용),ROH2,PLMF0050
704434,파우치/550/비비고곱창전골,ROH2,PLMF0040
704435,박스(A-1형)/550/비비고곱창전골,ROH2,PABX0010
554945,샐러리분말/분/실온/IN,ROH1,APOT9990
554946,아미노페이스트78D/액상/실온/KR,ROH1,APBN9990
554947,에리스리톨(ERYTHRITOL)/분/실온/CN,ROH1,APSG0060
554948,THE더건강한시즈닝/분/실온/KR,ROH1,CDCS0010
704493,케이싱/0/데브로 콜라겐 18번,ROH2,CACG0010
703961,박스(A-1형)/1.05KG*8입/비비고왕교자,ROH2,PABX0010
554665,렌틸콩(RRA_두보식품)/고상/실온/CA,ROH1,AABN0040
704051,3PC캔(원형)/18L/카놀라유,ROH2,MECA0010
554707,소양지정육/고상/냉동/AU,ROH1,LLBF0100
554923,헤이즐넛향 MIS-69284/액상/실온/CN,ROH1,FAFO0010
704494,필름/240G*5/햇반 스팸계란볶음밥(내),ROH2,PLMF0030
704495,필름/240G*5/햇반 스팸계란볶음밥,ROH2,PLMF0030
704496,박스(WRC)/240g*5/햇반 스팸계란볶음밥,ROH2,PABX0020
554930,구운양파대파분말/분/실온/KR,ROH1,APSV9990
554931,무추출농축분말/분/실온/KR,ROH1,APRV9990
554932,볶은야채분말NM/분/실온/KR,ROH1,APOT9990
704506,지함/210G*6/라플 서리태흑미밥,ROH2,PAFD0080
704507,박스(WRC)/210g*6/햇반 라이스플랜 서리태,ROH2,PABX0020
704534,BOTTOM/60g/더건강한밥싸먹는햄,ROH2,PLMF0010
704535,TOP/60g/더건강한밥싸먹는햄,ROH2,PLMF0020
704554,박스(A-1형)/315g/세븐틴_비비고 왕교자,ROH2,PABX0010
704555,파우치/315g/세븐틴_비비고 왕교자,ROH2,PLMF0040
704556,박스(A-1형)/315g/세븐틴_비비고 김치왕교,ROH2,PABX0010
704557,파우치/315g/세븐틴_비비고 김치왕교자,ROH2,PLMF0040
704561,파우치/인쇄/B)크레잇 크리미 갈릭소스,ROH2,PLMF0040
704563,박스(A-1형)/1kg*6EA/COSTCO)중력밀가루,ROH2,PABX0010
554723,냉동혼합야채-부대/고상/냉동/고상/냉동/VN,ROH1,APOT0020
554724,햇반용현미(건양_영호진미)/고상/실온/KR,ROH1,AARI0060
554731,전복소스/액상/냉동/KR,ROH1,SPSF9990
554732,뿔소라슬라이스/고상/냉동/SN,ROH1,SSSF0080
704191,파우치/500G/깊은사골곰탕,ROH2,PLMF0040
704192,박스(A-1형)/500G/깊은사골곰탕,ROH2,PABX0010
704193,파우치/500G/진한소고기미역국,ROH2,PLMF0040
500007,ADENINE/Solid,ROH1,FUND0010
500009,ZA(AMMONIUM SULFATE I)/Solid,ROH1,BCSA0080
500010,ZA(AMMONIUM SULFATE L)/Solid,ROH1,BCSA0080
500018,BEET MOLASSES/Liquid,ROH1,APSG0130
500020,B-ALANINE/Solid,ROH1,FUPA0020
500035,CCK/Solid,ROH1,BCSA0090
500038,CAUSTIC SODA(NAOH 32%)/Liquid,ROH1,BCAL0010
500056,CSP/Powder,ROH1,APST0060
500059,CUPRIC SULPHATE(CUSO4.5/Solid,ROH1,BCSA0010
500081,FERROUS SULPHATE(FESO4)/SOLID,ROH1,BCSA0020
500095,GNK(GUANINE)/Solid,ROH1,FUND0020
500102,PHOSPHORIC ACID(H3PO4 T/Liquid,ROH1,BCAC0010
500139,LIQUID NITROGEN/Liquid,ROH1,BCMI0020
500153,MANGAN SULPHATE(MNSO4 9/Solid,ROH1,BCSA0030
500167,SODIUM HYPOCHLORITE(NAO/Liquid,ROH1,BCOR0020
500172,NICOTINAMIDE/Solid,ROH1,FUVI0010
500184,PHYTIC ACID/Solid,ROH1,FUFC0010
500248,YEAST EXTRACT/Liquid,ROH1,PABX0020
500249,YEAST EXTRACT/Powder,ROH1,PABX0030
500253,ZINC SULFATE(ZNSO4.7H2O/Solid,ROH1,BCSA0170
500302,PEARLITE KM881/Solid,ROH1,BCFT0040
500330,CSL/LIQUID/R-TEMP/FR,ROH1,FUPA0090
500354,ZINC SULFATE/Solid,ROH1,BCSA0170
500380,ACTIVE CARBON POWDER MESH 200-5/SOLID/CN,ROH1,BCFT0010
500383,HYDROCHLORIC ACID(HCL 3/Liquid,ROH1,BCAC0020
500384,NITRIC ACID(HNO3 68%)/Liquid,ROH1,BCAC0030
500385,POTASSIUM HYDROX(KOH48%/LIQUID/R.TEMP/CN,ROH1,BCAL0050
500387,AMMONIA(NH3 99.9%)/Liquid,ROH1,BCMI0010
500388,METHANOL(CH3OH 99.9%)/Liquid,ROH1,OCOT9990
500389,SULFUR DIOXIDE(SO2)/Solid,ROH1,OCOT9990
500392,STREPTOMYCIN SULFATE (S/Solid,ROH1,FUAN0010
500399,YEAST EXTRACT FA02/Powder,ROH1,PABX0030
500401,MgSO4 .7H2O/Powder,ROH1,BCSA0040
500402,NA2S2O5/POWDER/R.TEMP/CN,ROH1,BCOR0010
500403,MILK OF CORN STARCH/Powder,ROH1,APST0070
500405,AF 4000(ANTIFORM AGENT)/Liquid,ROH1,PAFA0020
500406,CORN/SOLID/R.TEMP/CN,ROH1,AAGR0020
500407,GENSWEET IGI-HF/POWDER/R.TEMP/CN,ROH1,PABX0040
500408,H2SO4(92.5%)/Liquid,ROH1,BCAC0040
500409,CAUSTIC SODA CRYSTAL(Na/Solid,ROH1,BCAL0020
500410,KH2PO4/Solid,ROH1,BCSA0110
500411,K2HPO4/SOLID/R.TEMP/CN,ROH1,BCSA0110
500422,SOD POWDER/POWDER/R-TEMP/CN,ROH1,APSG0140
500423,CALCIUM PANTOTHENATE/Liquid,ROH1,FUVI0050
500424,ENZYME DEXTROZYME TYPE/SOLID,ROH1,FAFO0070
500425,THIAMINE  HCL(L)/Liquid,ROH1,FUVI0020
500431,BIOTINA(VITAMINA H)/Solid,ROH1,FUVI0030
500450,Na3PO4/Solid,ROH1,OCOT9990
500462,Reserved corn/Solid,ROH1,AAGR0020
510017,?菜?(Betaine)/Powder,ROH1,FUFC0020
510034,NA2S2O4/SOLID/R.TEMP/CN,ROH1,OCOT9990
510037,?酸三?(固?)/SOLID/R.TEMP/CN,ROH1,OCOT9990
510038,HTG,ROH1,FUPA0030
510039,cationic surfactant ben/Liquid,ROH1,PAAD0010
510042,Cation exchange resin t/Solid,ROH1,BCER0010
510043,Anion exchange resin tr/Solid,ROH1,BCER0020
510048,XYLENE/LIQUID/R.TEMP/CN,ROH1,BCSL0010
510049,NH4CL/Powder,ROH1,BCSA0180
510055,ZGC151H/Powder,ROH1,BCER0010
510056,ZGA451FD/Powder,ROH1,BCER0020
510057,ZGC151FD/Powder,ROH1,BCER0010
510058,D202FD-MB/Powder,ROH1,BCER0020
510059,FB-3/Powder,ROH1,BCER0020
510062,ANTIFOAM AGENT NE-400/POWDER/R.TEMP/CN,ROH1,PAFA0020
510063,DK-15B/Powder,ROH1,OCOT9990
510066,TUNA EXTRACT INTIN/Liquid,ROH1,SPFS0070
510074,FESO4.H2O/Powder,ROH1,BCSA0020
510081,RESIN XA2023NA/Solid,ROH1,BCER0010
520210,SUCROSE/SOLID/R-TEMP/CN,ROH1,APSG0180
521000,POLY-P/SOLID/R-TEMP/CN,ROH1,BCSA0120
524580,LSW/LIQUID/R-TEMP/US,ROH1,OCOT9990
524802,醋酸/C2H4O2/LIQUID/R-TEMP/CN,ROH1,OCOT9990
525289,NACL/SOLID/R-TEMP/CN,ROH1,BCSA0100
525488,ENZYME LIQUESCENCE(IP HERA)/LIQUID/CN,ROH1,FAFO0070
525544,EDTA/POWDER/R-TEMP/CN,ROH1,PARG0030
526963,RESIN TRILITE MC 08/SOLID/R-TEMP/CN,ROH1,BCER0010
527660,CACO3 POWDER/POWDER/R-TEMP/CN,ROH1,OCOT9990
527801,CELLULASE/LIQUID/R-TEMP/CN,ROH1,OCOT9990
527918,5-?酸???PYRIDOXAL-5-PHOSPHATE (PLP),ROH1,OCOT9990
528172,消泡?/LIQUID/R-TEMP/CN,ROH1,PAFA0020
528208,?脂(RESIN) MC-04H/LIQUID/R-TEMP/KR,ROH1,BCER0010
530829,食品?硫酸?(FOOD GR AMS)/POWDER/R-TEMP/CN,ROH1,BCSA0080
533004,CORN/GRANULE/CN,ROH1,AAGR0020
533005,CORN 2/GRANULE/CN,ROH1,AAGR0020
538991,金??蒸煮液/LIQUID/CN,ROH1,OCOT9990
539978,NITRIC ACID(HNO3 40%)/LIQUID/CN,ROH1,OCOT9990
540715,消泡?PPE103/LIQUID/CN,ROH1,PAFA0020
540908,GLUCOSE/LIQUID/R-TEMP/VN,ROH1,APSG0190
542204,尿素(CH4N2O 46%)/GRANULE/CN,ROH1,OCOT9990
542206,KH2PO4(99%)/POWDER/CN,ROH1,BCSA0110
542222,?脂PFA510SPLUS/SOLID/CN,ROH1,OCOT9990
542776,葡萄糖母液/GLUCOSE MOTHER LIQU/LIQUID/CN,ROH1,APSG0200
542783,消泡?THIX-2188/LIQUID/CN,ROH1,PAFA0020
543079,CSP-??/POWDER/CN,ROH1,APST0060
543449,MONO AMMONIUM PHOSPHATE,ROH1,BCSA0130
543459,DL-蛋?酸（MET）/POWDER/CN,ROH1,FUPA0080
543460,MSG/GRANULE/CN,ROH1,FAFO0050
543709,?硫酸??/POWDER/CN,ROH1,OCOT9990
543831,THIX-18B表面活性?/LIQUID/CN,ROH1,PAFA0020
543943,低等?大??粉/POWDER/CN,ROH1,APGR0100
544001,*食用葡萄糖 （AN?酵）*/POWDER/CN,ROH1,APSG0210
544045,ETHANOL(C2H5OH 95%)/LIQUID/CN,ROH1,BCSL0020
544051,植酸?/POWDER/CN,ROH1,PABX0050
544867,蛋白?/POWDER/CN,ROH1,FAFO0070
545679,ADENOSINE（腺?）/SOLID/CN,ROH1,FUND0030
545790,KOREMUL-DFS-100/LIQUID/KR,ROH1,OCOT9990
546011,絮凝?LT7991/LIQUID/CN,ROH1,OCOT9990
546151,??/SOLID/CN,ROH1,FUND0040
546638,??酸?（食品?）/POWDER/CN,ROH1,BCSA0160
547373,?菜??酸?(BETAINE HCL)/POWDER/CN,ROH1,FUFC0020
547845,ACTIVE CARBON POWDER MESH 200-1/SOLID/CN,ROH1,BCFT0010
547876,硫酸? K2SO4/POWDER/CN,ROH1,BCSA0060
547951,除臭除味??液/LIQUID/CN,ROH1,OCOT9990
548181,?酸?二?（K2HPO4)/POWDER/CN,ROH1,BCSA0110
548213,葡萄糖C6H12O6/POWDER/CN,ROH1,OCOT9990
548413,GLUCOSE(HN?用)/LIQUID/CN,ROH1,APSG0160
548522,?蛋白?/POWDER/CN,ROH1,FUPA0010
548771,大豆蛋白?/POWDER/CN,ROH1,OCOT9990
549235,NITRIC ACID(HNO3 60%)/LIQUID/CN,ROH1,BCAC0030
549416,消泡?THIX-2288/LIQUID/CN,ROH1,PAFA0020
550061,L-半胱?酸/POWDER/CN,ROH1,FUPA0040
551033,L-蛋?酸/POWDER/CN,ROH1,FUPA0080
551450,?脂 SC3110H/GRANULE/CN,ROH1,BCER0010
551706,葡萄糖酸?/POWDER/CN,ROH1,OCOT9990
551769,?化?(NACL)（食用?）/SOLID/CN,ROH1,BCSA0100
552190,琥珀酸二?/GRANULE/CN,ROH1,OCOT9990
552990,L-半胱?酸?酸?（?口）/POWDER/CN,ROH1,FUPA0040
553287,粉末?（食用?）/POWDER/CN,ROH1,BCSA0100
554205,GLUCOSE(AN?用)/LIQUID/CN,ROH1,APSG0190
554944,??酸?酸?/POWDER/CN,ROH1,FUPA0030
555041,GLUCOSE SYRUP (45%)/LIQUID/CN,ROH1,APSG0160
555364,?合?源 CCS/LIQUID/CN,ROH1,BCAL0010
555365,CAUSTIC SODA(NAOH 低?度)/LIQUID/CN,ROH1,BCAL0010
500038,CAUSTIC SODA(NAOH 32%)/Liquid,ROH1,BCAL0010
500164,SODIUM CHLORIDE(NACL 80/Solid,ROH1,BCSA0100
500167,SODIUM HYPOCHLORITE(NAO/Liquid,ROH1,BCOR0020
500383,HYDROCHLORIC ACID(HCL 3/Liquid,ROH1,BCAC0020
500405,AF 4000(ANTIFORM AGENT)/Liquid,ROH1,PAFA0020
500409,CAUSTIC SODA CRYSTAL(Na/Solid,ROH1,BCAL0020
500450,Na3PO4/Solid,ROH1,OCOT9990
500452,Recycled water Pharmacy/Solid,ROH1,OCOT9990
500456,NH3·H2O 25%/LIQUID,ROH1,OCOT9990
500457,diesel-0#/Gas,ROH1,OCOT9990
500459,LOW SULFUR COAL/SOLID/R.TEMP/CN,ROH1,UTES0010
500473,RESIN ROH 4000CL (?),ROH1,BCER0020
500474,RESIN ROH 1000NA (?),ROH1,BCER0010
500477,Reverse osmosis scale inhibitor 8倍??,ROH1,OCOT9990
510009,Low Sulfur Coal of High/Solid,ROH1,UTES0010
525209,COAL 5500KA/SOLID/SOLID/R-TEMP/CN,ROH1,UTES0010
527660,CACO3 POWDER/POWDER/R-TEMP/CN,ROH1,OCOT9990
528172,消泡?/LIQUID/R-TEMP/CN,ROH1,PAFA0020
542018,?水R/O?菌?/LIQUID/CN,ROH1,OCOT9990
543374,?炭/SEMI-COKE/GRANULE/CN,ROH1,OCOT9990
546865,高??4500大?煤炭/SOLID/CN,ROH1,UTES0010
500007,ADENINE/Solid,ROH1,FUND0010
500010,ZA(AMMONIUM SULFATE L)/Solid,ROH1,BCSA0080
500018,BEET MOLASSES/Liquid,ROH1,APSG0130
500020,B-ALANINE/Solid,ROH1,FUPA0020
500023,BIOTINE/Solid,ROH1,FUVI0030
500035,CCK/Solid,ROH1,BCSA0090
500038,CAUSTIC SODA(NAOH 32%)/Liquid,ROH1,BCAL0010
500039,CAUSTIC SODA(NAOH 48%)/Liquid,ROH1,BCAL0010
500044,CHOLINE-HCL,ROH1,OCOT9990
500056,CSP/Powder,ROH1,APST0060
500059,CUPRIC SULPHATE(CUSO4.5/Solid,ROH1,BCSA0010
500095,GNK(GUANINE)/Solid,ROH1,FUND0020
500102,PHOSPHORIC ACID(H3PO4 T/Liquid,ROH1,BCAC0010
500119,POTASSIUM HYDROXIDE(KOH/Solid,ROH1,BCAL0060
500138,LIQUID AMMONIA(NH3)/LIQUID,ROH1,BCMI0010
500139,LIQUID NITROGEN/Liquid,ROH1,BCMI0020
500150,MAGNESIUM SULPHATE(MGSO/Solid,ROH1,BCSA0040
500153,MANGAN SULPHATE(MNSO4 9/Solid,ROH1,BCSA0030
500164,SODIUM CHLORIDE(NACL 80/Solid,ROH1,BCSA0100
500167,SODIUM HYPOCHLORITE(NAO/Liquid,ROH1,BCOR0020
500168,NEORIN 400(ANTI-FOAM)/Liquid,ROH1,PAFA0020
500172,NICOTINAMIDE/Solid,ROH1,FUVI0010
500182,PERLITE 200 MESH,ROH1,BCFT0040
500184,PHYTIC ACID/Solid,ROH1,FUFC0010
500223,SODIUM BENZOATE/Solid,ROH1,OCOT9990
500234,THIAMINE/Solid,ROH1,FUVI0020
500240,TUNA EXTRACT/LIQUID/R.TEMP/KR,ROH1,SPFS0070
500248,YEAST EXTRACT/Liquid,ROH1,PABX0020
500253,ZINC SULFATE(ZNSO4.7H2O/Solid,ROH1,BCSA0170
500302,PEARLITE KM881/Solid,ROH1,BCFT0040
500304,ANTI CAKING TIXOSIL 38,ROH1,PAAD0020
500330,CSL/LIQUID/R-TEMP/FR,ROH1,FUPA0090
500335,BENGKOL/Liquid,ROH1,PAPS0010
500354,ZINC SULFATE/Solid,ROH1,BCSA0170
500380,ACTIVE CARBON POWDER MESH 200-5/SOLID/CN,ROH1,BCFT0010
500383,HYDROCHLORIC ACID(HCL 3/Liquid,ROH1,BCAC0020
500384,NITRIC ACID(HNO3 68%)/Liquid,ROH1,BCAC0030
500385,POTASSIUM HYDROX(KOH48%/LIQUID/R.TEMP/CN,ROH1,BCAL0050
500387,AMMONIA(NH3 99.9%)/Liquid,ROH1,BCMI0010
500388,METHANOL(CH3OH 99.9%)/Liquid,ROH1,OCOT9990
500389,SULFUR DIOXIDE(SO2)/Solid,ROH1,OCOT9990
500392,STREPTOMYCIN SULFATE (S/Solid,ROH1,FUAN0010
500399,YEAST EXTRACT FA02/Powder,ROH1,PABX0030
500401,MgSO4 .7H2O/Powder,ROH1,BCSA0040
500402,NA2S2O5/POWDER/R.TEMP/CN,ROH1,BCOR0010
500403,MILK OF CORN STARCH/Powder,ROH1,APST0070
500405,AF 4000(ANTIFORM AGENT)/Liquid,ROH1,PAFA0020
500406,CORN/SOLID/R.TEMP/CN,ROH1,AAGR0020
500407,GENSWEET IGI-HF/POWDER/R.TEMP/CN,ROH1,PABX0040
500408,H2SO4(92.5%)/Liquid,ROH1,BCAC0040
500409,CAUSTIC SODA CRYSTAL(Na/Solid,ROH1,BCAL0020
500410,KH2PO4/Solid,ROH1,BCSA0110
500411,K2HPO4/SOLID/R.TEMP/CN,ROH1,BCSA0110
500422,SOD POWDER/POWDER/R-TEMP/CN,ROH1,APSG0140
500423,CALCIUM PANTOTHENATE/Liquid,ROH1,FUVI0050
500424,ENZYME DEXTROZYME TYPE/SOLID,ROH1,FAFO0070
500425,THIAMINE  HCL(L)/Liquid,ROH1,FUVI0020
500428,H2SO4 98%/Liquid,ROH1,BCAC0040
500431,BIOTINA(VITAMINA H)/Solid,ROH1,FUVI0030
500450,Na3PO4/Solid,ROH1,OCOT9990
500456,NH3·H2O 25%/LIQUID,ROH1,OCOT9990
500457,diesel-0#/Gas,ROH1,OCOT9990
500459,LOW SULFUR COAL/SOLID/R.TEMP/CN,ROH1,UTES0010
500462,Reserved corn/Solid,ROH1,AAGR0020
510017,?菜?(Betaine)/Powder,ROH1,FUFC0020
510034,NA2S2O4/SOLID/R.TEMP/CN,ROH1,OCOT9990
510037,?酸三?(固?)/SOLID/R.TEMP/CN,ROH1,OCOT9990
510038,HTG,ROH1,FUPA0030
510042,Cation exchange resin t/Solid,ROH1,BCER0010
510043,Anion exchange resin tr/Solid,ROH1,BCER0020
510048,XYLENE/LIQUID/R.TEMP/CN,ROH1,BCSL0010
510049,NH4CL/Powder,ROH1,BCSA0180
510055,ZGC151H/Powder,ROH1,BCER0010
510056,ZGA451FD/Powder,ROH1,BCER0020
510057,ZGC151FD/Powder,ROH1,BCER0010
510058,D202FD-MB/Powder,ROH1,BCER0020
510059,FB-3/Powder,ROH1,BCER0020
510062,ANTIFOAM AGENT NE-400/POWDER/R.TEMP/CN,ROH1,PAFA0020
510074,FESO4.H2O/Powder,ROH1,BCSA0020
520057,CORN STARCH_SY/POWDER/R-TEMP/CN,ROH1,APST0010
520059,INDUSTRIAL-SALT/SOLID/R-TEMP/CN,ROH1,BCSA0100
520087,AMMONIA-WATER/LIQUID/R-TEMP/CN,ROH1,OCOT9990
520100,CALCIUM-CARBONATE/POWDER/R-TEMP/CN,ROH1,OCOT9990
520152,CAUSTIC SODA(NAOH30%)/LIQUID/R-TEMP/CN,ROH1,BCAL0010
520210,SUCROSE/SOLID/R-TEMP/CN,ROH1,APSG0180
520944,RESINZGA451FD/SOLID/REFRIG/CN,ROH1,BCER0010
520945,RESINFB-3/SOLID/REFRIG/CN,ROH1,BCER0020
520947,RESINZGC151FD/SOLID/REFRIG/CN,ROH1,BCER0010
521000,POLY-P/SOLID/R-TEMP/CN,ROH1,BCSA0120
521001,NAOCI/SODIUM HYPOCHLORITE/LIQUID/CN,ROH1,BCOR0020
523507,CNIONEXCHANGERESIN-NAC4/LIQUID/FROZEN/KR,ROH1,BCER0010
523517,RESIN-AMP26/LIQUID/R-TEMP/KR,ROH1,BCER0020
523518,ST-500/LIQUID/R-TEMP/KR,ROH1,OCOT9990
523525,DK-15B/LIQUID/R-TEMP/KR,ROH1,OCOT9990
523626,ANTIFOAM AGENT NE-400/LIQUID/R-TEMP/KR,ROH1,PAFA0020
523672,DIESEL-35#/LIQUID/R-TEMP/CN,ROH1,OCOT9990
524414,MIXED COAL/SOLID/R-TEMP/CN,ROH1,UTES0010
524802,醋酸/C2H4O2/LIQUID/R-TEMP/CN,ROH1,OCOT9990
525453,ION EXCHANGE RESIN(MDS 1368 NA 320),ROH1,BCER0010
525488,ENZYME LIQUESCENCE(IP HERA)/LIQUID/CN,ROH1,FAFO0070
525544,EDTA/POWDER/R-TEMP/CN,ROH1,PARG0030
525717,?脂DOWEX MARATHON C NA/SOLID/R-TEMP/CN,ROH1,OCOT9990
525933,CAUSTIC SODA CRYSTAL(NAOH)(99%)/CN,ROH1,BCAL0020
526322,工??水 (AMMONIA WATER IND.)/LIQUID/CN,ROH1,OCOT9990
527730,非?子表面活性?TWEEN20/LIQUID/R-TEMP/CN,ROH1,OCOT9990
527801,CELLULASE/LIQUID/R-TEMP/CN,ROH1,OCOT9990
527915,??酸? SODIUM CITRATE/SOLID/R-TEMP/CN,ROH1,BCSA0190
527916,甘?酸 GLYCINE/SOLID/R-TEMP/CN,ROH1,OCOT9990
527918,5-?酸???PYRIDOXAL-5-PHOSPHATE (PLP),ROH1,OCOT9990
527919,SODIUM HYDROSULFIDE(NAHS32%)/LIQUID/CN,ROH1,OCOT9990
528208,?脂(RESIN) MC-04H/LIQUID/R-TEMP/KR,ROH1,BCER0010
530829,食品?硫酸?(FOOD GR AMS)/POWDER/R-TEMP/CN,ROH1,BCSA0080
530838,CAUSTIC SODA(NAOH45%)??化?,ROH1,BCAL0010
533004,CORN/GRANULE/CN,ROH1,AAGR0020
533005,CORN 2/GRANULE/CN,ROH1,AAGR0020
533769,PVA聚乙?醇/SOLID/CN,ROH1,OCOT9990
537651,CACL2（食品?）/SOLID/CN,ROH1,BCSA0090
537659,0 # DIESEL OIL/LIQUID/CN,ROH1,OCOT9990
539044,L-LEUCINE/POWDER/CN,ROH1,OCOT9990
540715,消泡?PPE103/LIQUID/CN,ROH1,PAFA0020
540942,IMPORT TUNA EXTRACT/LIQUID/KR,ROH1,SPFS0070
542237,?酸一?/SOLID/CN,ROH1,BCSA0130
542238,硫酸?/SOLID/CN,ROH1,BCSA0060
542844,RESIN PA412/SOLID/JP,ROH1,BCER0020
543079,CSP-??/POWDER/CN,ROH1,APST0060
543459,DL-蛋?酸（MET）/POWDER/CN,ROH1,FUPA0080
543709,?硫酸??/POWDER/CN,ROH1,OCOT9990
543805,95%普?食用酒精(乙醇)/LIQUID/CN,ROH1,BCSL0020
543831,THIX-18B表面活性?/LIQUID/CN,ROH1,PAFA0020
543884,NA2CO3??（食品?）/SOLID/CN,ROH1,OCOT9990
543940,?脂MC-08/GRANULE/KR,ROH1,BCER0010
543982,YEAST EXTRACT NUCEL840/LIQUID/CN,ROH1,PABX0020
544051,植酸?/POWDER/CN,ROH1,PABX0050
544867,蛋白?/POWDER/CN,ROH1,FAFO0070
545679,ADENOSINE（腺?）/SOLID/CN,ROH1,FUND0030
546011,絮凝?LT7991/LIQUID/CN,ROH1,OCOT9990
546151,??/SOLID/CN,ROH1,FUND0040
546675,表面活性? AF-800/LIQUID/KR,ROH1,PAFA0020
546932,ACTIVE CARBON ≤ 55% MOISTURE/POWDER/CN,ROH1,BCFT0010
547373,?菜??酸?(BETAINE HCL)/POWDER/CN,ROH1,FUFC0020
547444,泛酸?（CAPA）/POWDER/CN,ROH1,FUVI0050
547445,活性炭（ACTIVE CARBON）/POWDER/CN,ROH1,BCFT0010
547452,??（GUANOSINE ）/POWDER/CN,ROH1,FUND0040
547453,腺??（ADENINE ）/POWDER/CN,ROH1,FUND0010
548847,L-CYSTEINE/POWDER/CN,ROH1,FUPA0040
551033,L-蛋?酸/POWDER/CN,ROH1,FUPA0080
551450,?脂 SC3110H/GRANULE/CN,ROH1,BCER0010
551593,30%水分活性炭/POWDER/CN,ROH1,BCFT0010
552371,食品??化?（1T/包）/SOLID/CN,ROH1,BCSA0100
553039,?晶果糖/POWDER/CN,ROH1,APSG0220
554667,LOW SULFUR COAL_17%MOISTURE/SOLID/CN,ROH1,UTES0010
554944,??酸?酸?/POWDER/CN,ROH1,FUPA0030
555281,表面活性?DK-10B/LIQUID/KR,ROH1,OCOT9990
500018,BEET MOLASSES/Liquid,ROH1,APSG0130
500119,POTASSIUM HYDROXIDE(KOH/Solid,ROH1,BCAL0060
527859,DEXTROSE MONOHYDRATE/POWDER/R-TEMP/CN,ROH1,APSG0210
533352,NAHSO3/99.2%/POWDER/IMP.CN,ROH1,BCOR0030
538733,POLYVINYLPYRROLIDONE K-30/POWDER/ID,ROH1,PAFA0010
527859,DEXTROSE MONOHYDRATE/POWDER/R-TEMP/CN,ROH1,APSG0210
542496,GLYCINE/POWDER/CN,ROH1,OCOT9990
542507,L-PHENYLALANINE/POWDER/CN,ROH1,FUPA0050
500193,RAW SUGAR/Solid,ROH1,APSG0010
500193,RAW SUGAR/Solid,ROH1,APSG0010
500023,BIOTINE/Solid,ROH1,FUVI0030
500023,BIOTINE/Solid,ROH1,FUVI0030
500033,CAPA(CALCIUM PANTOTHENA/Solid,ROH1,FUVI0050
500033,CAPA(CALCIUM PANTOTHENA/Solid,ROH1,FUVI0050
500095,GNK(GUANINE)/Solid,ROH1,FUND0020
500095,GNK(GUANINE)/Solid,ROH1,FUND0020
500172,NICOTINAMIDE/Solid,ROH1,FUVI0010
500172,NICOTINAMIDE/Solid,ROH1,FUVI0010
500193,RAW SUGAR/Solid,ROH1,APSG0010
500193,RAW SUGAR/Solid,ROH1,APSG0010
500230,TAPIOCA/Solid,ROH1,APST0080
500230,TAPIOCA/Solid,ROH1,APST0080
500234,THIAMINE/Solid,ROH1,FUVI0020
500234,THIAMINE/Solid,ROH1,FUVI0020
500258,PHOSPHORIC ACID DRY TYPE/LIQUID/CN,ROH1,BCAC0010
500258,PHOSPHORIC ACID DRY TYPE/LIQUID/CN,ROH1,BCAC0010
500308,SUCCINIC ACID(99%)/Solid,ROH1,FUOA0020
500308,SUCCINIC ACID(99%)/Solid,ROH1,FUOA0020
500319,L-TYROSINE(99%)/Solid,ROH1,FUPA0060
500319,L-TYROSINE(99%)/Solid,ROH1,FUPA0060
500320,PHENYLALANINE(99%)/Solid,ROH1,FUPA0050
500320,PHENYLALANINE(99%)/Solid,ROH1,FUPA0050
500321,FUMARIC ACID 98%,ROH1,OCOT9990
500321,FUMARIC ACID 98%,ROH1,OCOT9990
500322,SODIUM CITRATE(99%)/Solid,ROH1,BCSA0160
500322,SODIUM CITRATE(99%)/Solid,ROH1,BCSA0160
500405,AF 4000(ANTIFORM AGENT)/Liquid,ROH1,PAFA0020
525289,NACL/SOLID/R-TEMP/CN,ROH1,BCSA0100
525933,CAUSTIC SODA CRYSTAL(NAOH)(99%)/CN,ROH1,BCAL0020
500009,ZA(AMMONIUM SULFATE I)/Solid,ROH1,BCSA0080
500010,ZA(AMMONIUM SULFATE L)/Solid,ROH1,BCSA0080
500018,BEET MOLASSES/Liquid,ROH1,APSG0130
500020,B-ALANINE/Solid,ROH1,FUPA0020
500023,BIOTINE/Solid,ROH1,FUVI0030
500031,CALCIUM CHLORIDE/Solid,ROH1,BCSA0090
